RECORDS_TAG,CUSH,INDIAN_PORT,BE_NO,IMP_DATE,IEC,IMPORTER_NAME,ADDRESS,CITY,CHA_NO,CHA_NAME,ORIGIN_COUNTRY,HS_CODE,PRODUCT_DESCRIPTION,QUANTITY,UNIT,UNIT_VALUE_INR,TOTAL_ASSESSABLE_VALUE_INR,UNIT_PRICE_USD,TOTAL_ASSESS_USD,TOTAL_DUTY_PAID,APPRAISING_GROUP,PORT_OF_SHIPMENT,INVOICE_CURRENCY,SUPPLIER_NAME,SUPPLIER_ADDRESS,INVOICE_UNITPRICE_FC,TYPE,INVOICE_NO,id
E29BB846-9760-44AD-993C-312CD3E604E4,INCCU1,Kolkata Sea,9912604,2019-02-04T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMER RESIN (PVC-4 - 40-25),16250.0,KG,61.28499385,995881.15,0.849999915,13812.49861,276207.6,2G,Cartagena,USD,N A,N/A,0.809447,H,NULL,5fc3bdfcb7cf916ce8e74281
E29BB846-9760-44AD-993C-312CD3E604E4,INCCU1,Kolkata Sea,9912604,2019-02-04T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMER RESIN (PVC-4 - 40-25),9850.0,KG,61.28499391,603657.19,0.849999916,8372.499168,167424.3,2G,Cartagena,USD,N A,N/A,0.809447,H,NULL,5fc3bdfcb7cf916ce8e74284
E29BB846-9760-44AD-993C-312CD3E604E4,INCCU1,Kolkata Sea,9912604,2019-02-04T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMER RESIN (PVC-4 - 40-25),26000.0,KG,61.28499346,1593409.83,0.849999909,22099.99764,441932.2,2G,Cartagena,USD,N A,N/A,0.809447,H,NULL,5fc3bdfcb7cf916ce8e74292
E29BB846-9760-44AD-993C-312CD3E604E4,INCCU1,Kolkata Sea,9912604,2019-02-04T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMER RESIN (PVC-4 - 40-25),21125.0,KG,61.28499361,1294645.49,0.849999911,17956.24813,359069.9,2G,Cartagena,USD,N A,N/A,0.809447,H,NULL,5fc3bdfcb7cf916ce8e742a3
99700ACB-A64B-4BB3-94CB-6359CD9F6EC1,INNSA1,Nhava Sheva Sea,9669093,2019-01-16T00:00:00,0293007675,B M JAIN AND SONS PRIVATE LIMITED,"16A, SYNAGOGUE ST","CAL, W.B",NULL,NULL,COLOMBIA,39041020,PVC RESIN (SUSPENSION GRADE) P440 -,260.0,MT,65906.25,17135625.0,925.0,240500.0,4752565.6,2G,NULL,USD,MARU BENI CORPORATION,"7-1 NIHONBASHI 2-CHOMECHUO-KUTOKYO 103-6060, JAPAN JP",925.0,H,NULL,5fc3bc850394c31b76ef5be5
86BB757F-0141-4155-ABA8-CEEE8B48EDFC,INCCU1,Kolkata Sea,9729497,2019-01-21T00:00:00,0388076674,THE SUPREME INDUSTRIES LIMITED,612 RAHEJA CHAMBERSNARIMAN POINT,"MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMER RESIN - PVC-440-650,312000.0,KG,60.564,18895968.0,0.84,262080.0,5240796.8,2G,NULL,USD,MEXICHEM RESINAS COLOMBIA S A S,"OFICINA BOGOTA, AUTOPISTA SUR #71-75PBX: (57 1) 782 50 60, FAX: (57 1) 78250 73, APARTADO : 14451, BOGOTA D.C. COLOMBIA",0.84,H,NULL,5fc3bcb3986cbd3fcc7617e6
99700ACB-A64B-4BB3-94CB-6359CD9F6EC1,INNSA1,Nhava Sheva Sea,9708494,2019-01-19T00:00:00,0388076674,THE SUPREME INDUSTRIES LIMITED,612 RAHEJA CHAMBERSNARIMAN POINT,"MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC RESIN SUSPENSION GRADE 35-650 -,416.0,MT,61284.99998,25494559.99,849.9999997,353599.9999,4967615.0,2G,NULL,USD,MEXICHEM RESINAS COLOMBIA S A,S OFICINA BOGOTA AUTOPISTA SUR# 71-75 APARTADO : 14451 BOGOTA D.C. COLOMBIA COLOMBIA,825.023894,H,NULL,5fc3bc9b0394c31b76f40c85
86BB757F-0141-4155-ABA8-CEEE8B48EDFC,INCCU1,Kolkata Sea,9724933,2019-01-21T00:00:00,0388076674,THE SUPREME INDUSTRIES LIMITED,612 RAHEJA CHAMBERSNARIMAN POINT,"MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMER RESIN - PVC-440-650,260000.0,KG,62.727,16309020.0,0.87,226200.0,4523306.8,2G,NULL,USD,MEXICHEM RESINAS COLOMBIA S A S,"OFICINA BOGOTA, AUTOPISTA SUR #71-75PBX: (57 1) 782 50 60, FAX: (57 1) 78250 73, APARTADO : 14451, BOGOTA D.C. COLOMBIA",0.87,H,NULL,5fc3bcb1986cbd3fcc757c8f
86BB757F-0141-4155-ABA8-CEEE8B48EDFC,INCCU1,Kolkata Sea,9770774,2019-01-24T00:00:00,0388076674,THE SUPREME INDUSTRIES LIMITED,612 RAHEJA CHAMBERSNARIMAN POINT,"MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMER RESIN - PVC-440-25,260000.0,KG,62.727,16309020.0,0.87,226200.0,4523306.8,2G,NULL,USD,MEXICHEM RESINAS COLOMBIA S A S,"OFICINA BOGOTA, AUTOPISTA SUR #71-75PBX: (57 1) 782 50 60, FAX: (57 1) 78250 73, APARTADO : 14451, BOGOTA D.C. COLOMBIA",0.87,H,NULL,5fc3bccd986cbd3fcc7b5913
99700ACB-A64B-4BB3-94CB-6359CD9F6EC1,INMUN1,Mundra Sea,9713118,2019-01-19T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),54057.5,KG,61.28506479,3312917.39,0.850000899,45948.92358,645522.0,2G,NULL,USD,N A,N/A,0.821563,H,NULL,5fc3bc9e0394c31b76f49950
99700ACB-A64B-4BB3-94CB-6359CD9F6EC1,INMUN1,Mundra Sea,9713118,2019-01-19T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),6227.25,KG,61.28499097,381636.96,0.849999875,5293.16172,105847.1,2G,NULL,USD,N A,N/A,0.821562,H,NULL,5fc3bc9e0394c31b76f49951
99700ACB-A64B-4BB3-94CB-6359CD9F6EC1,INMUN1,Mundra Sea,9713118,2019-01-19T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),277715.25,KG,61.28499022,17019776.38,0.849999864,236057.9248,3316303.4,2G,NULL,USD,N A,N/A,0.821562,H,NULL,5fc3bc9e0394c31b76f49955
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMER - RESIN),26000.0,KG,61.28511269,1593412.93,0.850001563,22100.04064,310476.5,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f424
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),26000.0,KG,61.28511269,1593412.93,0.850001563,22100.04064,310476.5,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f425
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),26000.0,KG,61.28511269,1593412.93,0.850001563,22100.04064,310476.5,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f426
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),26000.0,KG,61.28511269,1593412.93,0.850001563,22100.04064,310476.5,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f446
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),14922.0,KG,61.28511259,914496.45,0.850001562,12683.7233,178189.6,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f447
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),11078.0,KG,61.28511284,678916.48,0.850001565,9416.317337,132286.9,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f448
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),26000.0,KG,61.28511269,1593412.93,0.850001563,22100.04064,310476.5,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f449
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),1551.0,KG,61.28496454,95052.98,0.849999508,1318.349237,18521.1,2G,NULL,USD,N A,N/A,0.825022,H,NULL,5fc3bd0684e422196736f44a
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),26000.0,KG,61.28511269,1593412.93,0.850001563,22100.04064,310476.5,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f44b
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),24431.0,KG,61.28511277,1497256.59,0.850001564,20766.38821,291740.5,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f44c
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),1569.0,KG,61.2852645,96156.58,0.850003669,1333.655756,26669.0,2G,NULL,USD,N A,N/A,0.825026,H,NULL,5fc3bd0684e422196736f44d
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),4827.0,KG,61.28511291,295823.24,0.850001566,4102.957559,57641.2,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f44e
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),21173.0,KG,61.28511264,1297589.69,0.850001562,17997.08308,252835.4,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f44f
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),24449.0,KG,61.28511268,1498359.72,0.850001563,20781.68821,291955.4,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f450
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),6179.0,KG,61.28511248,378680.71,0.85000156,5252.159639,73785.9,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f451
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),26000.0,KG,61.28511269,1593412.93,0.850001563,22100.04064,310476.5,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f452
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9858610,2019-01-30T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),19821.0,KG,61.28511276,1214732.22,0.850001564,16847.881,236690.6,2G,NULL,USD,N A,N/A,0.825024,H,NULL,5fc3bd0684e422196736f455
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9857672,2019-01-30T00:00:00,0388076674,THE SUPREME INDUSTRIES LIMITED,612 RAHEJA CHAMBERSNARIMAN POINT,"MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC RESIN SUSPENSION GRADE 440-650 -,208.0,MT,60564.00005,12597312.01,840.0000007,174720.0001,3493864.5,2G,NULL,USD,MEXICHEM RESINAS COLOMBIA S A,S OFICINA BOGOTA AUTOPISTA SUR# 71-75 APARTADO : 14451 BOGOTA D.C. COLOMBIA COLOMBIA,815.02601,H,NULL,5fc3bd0584e422196736dab9
9FB480A7-866A-4516-901B-E48E5BB58BB4,INNSA1,Nhava Sheva Sea,9860313,2019-01-30T00:00:00,0388076674,THE SUPREME INDUSTRIES LIMITED,612 RAHEJA CHAMBERSNARIMAN POINT,"MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC RESIN SUSPENSION GRADE 35-650 -,104.0,MT,61285.0,6373640.0,850.0,88400.0,1767729.1,2G,NULL,USD,MEXICHEM RESINAS COLOMBIA S A,S OFICINA BOGOTA AUTOPISTA SUR# 71-75 APARTADO : 14451 BOGOTA D.C. COLOMBIA COLOMBIA,825.023846,H,NULL,5fc3bd0784e422196737287f
86BB757F-0141-4155-ABA8-CEEE8B48EDFC,INNSA1,Nhava Sheva Sea,9733797,2019-01-21T00:00:00,0388076674,THE SUPREME INDUSTRIES LIMITED,612 RAHEJA CHAMBERSNARIMAN POINT,"MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC RESIN SUSPENSION GRADE 35-25 -,520.0,MT,61285.0,31868200.0,850.0,442000.0,6209518.8,2G,NULL,USD,MEXICHEM RESINAS COLOMBIA S A,S OFICINA BOGOTA AUTOPISTA SUR# 71-75 APARTADO : 14451 BOGOTA D.C. COLOMBIA COLOMBIA,825.024,H,NULL,5fc3bcb6986cbd3fcc76a141
99700ACB-A64B-4BB3-94CB-6359CD9F6EC1,INMUN1,Mundra Sea,9712157,2019-01-19T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),173810.0,KG,61.28499028,10651944.16,0.849999865,147738.4766,2075531.3,2G,NULL,USD,N A,N/A,0.821562,H,NULL,5fc3bc9d0394c31b76f47c28
99700ACB-A64B-4BB3-94CB-6359CD9F6EC1,INMUN1,Mundra Sea,9712157,2019-01-19T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),3774.6,KG,61.28581042,231329.42,0.85001124,3208.452427,45074.5,2G,NULL,USD,N A,N/A,0.821573,H,NULL,5fc3bc9d0394c31b76f47c29
99700ACB-A64B-4BB3-94CB-6359CD9F6EC1,INMUN1,Mundra Sea,9712157,2019-01-19T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),862.95,KG,61.28498754,52885.88,0.849999827,733.5073509,14667.8,2G,NULL,USD,N A,N/A,0.821562,H,NULL,5fc3bc9d0394c31b76f47c2f
99700ACB-A64B-4BB3-94CB-6359CD9F6EC1,INMUN1,Mundra Sea,9712157,2019-01-19T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-440-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYME - R RESIN),159552.45,KG,61.2849903,9778170.35,0.849999865,135619.561,1905276.5,2G,NULL,USD,N A,N/A,0.821562,H,NULL,5fc3bc9d0394c31b76f47c3f
86BB757F-0141-4155-ABA8-CEEE8B48EDFC,INCCU1,Kolkata Sea,9723881,2019-01-21T00:00:00,0388076674,THE SUPREME INDUSTRIES LIMITED,612 RAHEJA CHAMBERSNARIMAN POINT,"MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMER RESIN - PVC-440-650,520000.0,KG,62.727,32618040.0,0.87,452400.0,9046613.4,2G,NULL,USD,MEXICHEM RESINAS COLOMBIA S A S,"OFICINA BOGOTA, AUTOPISTA SUR #71-75PBX: (57 1) 782 50 60, FAX: (57 1) 78250 73, APARTADO : 14451, BOGOTA D.C. COLOMBIA",0.87,H,NULL,5fc3bcb0986cbd3fcc755b88
86BB757F-0141-4155-ABA8-CEEE8B48EDFC,INCCU1,Kolkata Sea,9777844,2019-01-24T00:00:00,0388076674,THE SUPREME INDUSTRIES LIMITED,612 RAHEJA CHAMBERSNARIMAN POINT,"MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMER RESIN - PVC-440-650,520000.0,KG,60.564,31493280.0,0.84,436800.0,8734661.2,2G,NULL,USD,MEXICHEM RESINAS COLOMBIA S A S,"OFICINA BOGOTA, AUTOPISTA SUR #71-75PBX: (57 1) 782 50 60, FAX: (57 1) 78250 73, APARTADO : 14451, BOGOTA D.C. COLOMBIA",0.84,H,NULL,5fc3bcd1986cbd3fcc7c279a
4AA10967-8C8C-405D-9E1D-787D686AD0E2,INCCU1,Kolkata Sea,9571651,2019-01-09T00:00:00,0388076674,THE SUPREME INDUSTRIES LIMITED,612 RAHEJA CHAMBERSNARIMAN POINT,"MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMER RESIN - PVC-440-650,520000.0,KG,61.9875,32233500.0,0.87,452400.0,8939961.3,2G,NULL,USD,MEXICHEM RESINAS COLOMBIA S A S,"OFICINA BOGOTA, AUTOPISTA SUR #71-75PBX: (57 1) 782 50 60, FAX: (57 1) 78250 73, APARTADO : 14451, BOGOTA D.C. COLOMBIA",0.87,H,NULL,5fc3bb5f28efdb877eb8f19d
F1DDB1C8-5D56-43D5-B956-2E1F56AEBC2C,INMUN1,Mundra Sea,2403568,2019-03-13T00:00:00,0391155652,PRINCE PIPES AND FITTINGS LIMITED,"RUBY HOUSE, 4TH FLOOR, B-WING, J.K.SAWANT MARG, DADAR WEST","MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,PVC-35-650 (POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMERRESIN),260000.0,KGS,61.060035500000005,15875609.23,0.8600005000000001,223600.13,4403100.3,2G,Cartagena,USD,N A,N/A,0.831561,H,1,5fc3c1683782ed5870e589e8
F1DDB1C8-5D56-43D5-B956-2E1F56AEBC2C,INCCU1,Kolkata Sea,2433467,2019-03-15T00:00:00,0388076674,THE SUPREME INDUSTRIES LIMITED,612 RAHEJA CHAMBERSNARIMAN POINT,"MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMER RESINPVC-440-25,520000.0,KGS,61.415,31935800.0,0.865,449800.0,8857394.1,2G,Cartagena,USD,MEXICHEM RESINAS COLOMBIA S A S,"OFICINA BOGOTA,AUTOPISTA SUR #71-75PBX:(57 1) 782 50 60,FAX:(57 1) 78250 73,APARTADO : 14451,BOGOTA D.C. COLOMBIA",0.865,H,1,5fc3c1613782ed5870e41f4e
F1DDB1C8-5D56-43D5-B956-2E1F56AEBC2C,INCCU1,Kolkata Sea,2361902,2019-03-11T00:00:00,0388076674,THE SUPREME INDUSTRIES LIMITED,612 RAHEJA CHAMBERSNARIMAN POINT,"MUMBAI, MAHARASHTRA",NULL,NULL,COLOMBIA,39041020,POLYVINYL CHLORIDE (PVC) SUSPENSION HOMOPOLYMERRESIN PVC-440-650,520000.0,KGS,61.415,31935800.0,0.865,449800.0,8857394.1,2G,Cartagena,USD,MEXICHEM RESINAS COLOMBIA S A S,"OFICINA BOGOTA,AUTOPISTA SUR #71-75PBX:(57 1) 782 50 60,FAX:(57 1) 78250 73,APARTADO : 14451,BOGOTA D.C. COLOMBIA",0.865,H,1,5fc3c1613782ed5870e43128
